Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted,Weighted Score,Adoption Probability
Penny,Kitten,Torbie,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Loki,Mature Adult,Cream Tabby,Male,4,3,3,5,5,Yes,1.7000000000000002,58.33
Peaches,Young Adult,Chocolate and White,Female,3,4,4,3,3,No,0.6,27.78
Zoe,Senior,Fawn,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Leliana,Senior,Lilac Tortoiseshell,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Sylphrena,Mature Adult,Orange,Female,5,4,4,6,3,Yes,2.3,75.0
Acorn,Senior,Red,Male,4,3,3,3,3,No,1.2999999999999998,47.22
Rogue,Kitten,Fawn,Female,4,5,3,5,3,Yes,1.5,52.78
Remi,Senior,Red Tabby,Male,4,3,2,4,4,Yes,1.6,55.56
Alistair,Senior,Lilac,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Jasper,Mature Adult,Fawn,Male,5,4,5,4,3,Yes,1.5999999999999999,55.56
Merlin,Young Adult,White,Male,4,5,5,4,5,No,0.8,33.33
Figaro,Mature Adult,Chocolate Tabby,Male,5,4,5,5,2,Yes,2.0,66.67
Scout,Young Adult,Cream Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
Peanut,Young Adult,Red Tabby,Male,5,3,5,5,3,Yes,2.0999999999999996,69.44
Norbert,Senior,Red,Male,5,4,3,4,5,Yes,1.5999999999999996,55.56
Norbert,Kitten,Orange and White,Male,4,3,4,5,3,Yes,1.8,61.11
Figaro,Kitten,White,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Kitty,Young Adult,White,Female,5,4,5,5,4,Yes,1.8000000000000003,61.11
Delphi,Kitten,Lilac Tortoiseshell,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Penelope,Senior,Chocolate,Female,4,4,3,5,2,Yes,1.8,61.11
Nugget,Senior,Gray Tabby,Male,5,5,3,5,4,Yes,1.8000000000000003,61.11
Darla,Senior,Calico,Female,5,5,6,5,4,Yes,1.5,52.78
Edie,Mature Adult,Gray and White Tabby,Female,4,2,3,6,2,Yes,2.5,80.56
Calliope,Mature Adult,Black,Female,4,4,3,5,3,Yes,1.7,58.33
Rico,Young Adult,Black,Male,5,5,6,5,3,Yes,1.5999999999999999,55.56
Hendrix,Mature Adult,Cream Tabby,Male,5,4,5,4,2,Yes,1.7,58.33
Chestnut,Mature Adult,Cinnamon,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Enzo,Kitten,Cinnamon,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Mochi,Senior,Black,Female,4,5,3,4,4,No,1.1,41.67
Tali,Senior,Red,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Natasha,Young Adult,Black,Female,3,3,3,4,2,No,1.3,47.22
Eowyn,Senior,Cream,Female,5,5,5,4,4,No,1.2999999999999998,47.22
Latte,Mature Adult,Gray Tabby,Male,5,5,4,5,5,Yes,1.6,55.56
Charlie,Senior,Red,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Stitch,Senior,Chocolate and White,Male,4,4,5,3,5,No,0.7,30.56
Meg,Young Adult,Orange,Female,5,3,4,6,3,Yes,2.5,80.56
Patch,Young Adult,Chocolate Tabby,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
George,Senior,Orange and White,Male,4,3,3,4,4,Yes,1.5,52.78
Muffin,Senior,Red Tabby,Female,4,5,6,4,3,No,0.8999999999999999,36.11
Piper,Mature Adult,Chocolate Tabby,Female,4,3,4,5,4,Yes,1.7000000000000002,58.33
Matty,Young Adult,Fawn,Male,4,5,3,5,4,Yes,1.4,50.0
Donut,Kitten,White,Male,4,5,4,4,5,No,0.8999999999999999,36.11
Cas,Kitten,Orange,Male,4,4,4,4,4,No,1.2000000000000002,44.44
August,Senior,Cream Tabby,Male,6,4,2,7,3,Yes,3.2,100.0
Kodi,Kitten,Orange and White,Male,5,4,5,5,4,Yes,1.8000000000000003,61.11
Atticus,Senior,Silver Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Lilo,Senior,Dilute Calico,Female,4,5,3,4,3,No,1.2,44.44
Portia,Senior,Chocolate and White,Female,4,3,3,5,2,Yes,2.0,66.67
Sheba,Senior,Tortoiseshell,Female,5,4,2,5,4,Yes,2.1,69.44
Clawde,Senior,Gray and White,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Betsy,Kitten,Fawn,Female,5,4,4,4,4,Yes,1.6,55.56
Cas,Senior,Orange,Male,5,3,3,4,3,Yes,1.9999999999999998,66.67
Morty,Kitten,Silver Tabby,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Penelope,Young Adult,Lilac Tortoiseshell,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Basil,Kitten,Gray,Male,5,5,3,5,4,Yes,1.8000000000000003,61.11
Nugget,Senior,Gray and White,Male,4,4,3,5,3,Yes,1.7,58.33
Misty,Kitten,Lilac,Female,5,3,2,5,5,Yes,2.2,72.22
Sierra,Senior,Orange,Female,4,4,3,5,3,Yes,1.7,58.33
Missy,Kitten,Dilute Calico,Female,4,4,5,5,4,Yes,1.4,50.0
Smudge,Senior,Gray and White,Male,4,3,2,4,5,Yes,1.5,52.78
Jasnah,Senior,Chocolate and White,Female,4,4,4,5,4,Yes,1.5,52.78
Nora,Kitten,Tortoiseshell,Female,4,4,2,5,3,Yes,1.8,61.11
Mika,Senior,Black,Male,4,3,2,5,3,Yes,1.9999999999999998,66.67
Molly,Mature Adult,Black,Female,4,4,4,5,2,Yes,1.7,58.33
Olive,Senior,Cream,Female,4,6,5,4,5,No,0.5999999999999999,27.78
Mochi,Mature Adult,Silver Tabby,Female,4,3,4,5,4,Yes,1.7000000000000002,58.33
Salem,Senior,Orange and White,Male,4,4,5,3,4,No,0.7999999999999999,33.33
Oreo,Senior,Gray and White Tabby,Male,5,4,5,6,2,Yes,2.3,75.0
Clyde,Kitten,Cinnamon,Male,5,3,3,4,4,Yes,1.9,63.89
Dalinar,Kitten,Brown and White Tabby,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Molly,Young Adult,White,Female,4,4,5,5,3,Yes,1.5,52.78
Julian,Young Adult,Lilac,Male,5,5,4,4,3,Yes,1.4999999999999998,52.78
Cosmo,Kitten,Chocolate Tabby,Male,3,2,4,2,3,No,0.7,30.56
Nora,Young Adult,Black and White,Female,5,4,4,6,3,Yes,2.3,75.0
Winter,Mature Adult,Orange,Female,3,3,3,5,2,Yes,1.6,55.56
Misty,Mature Adult,Red,Female,4,4,4,4,3,No,1.3,47.22
Dalinar,Kitten,Gray,Male,5,5,5,4,3,Yes,1.4,50.0
Sylvester,Kitten,Gray,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Scout,Young Adult,Gray,Male,4,3,3,4,4,Yes,1.5,52.78
Lily,Mature Adult,Black,Female,5,3,2,4,5,Yes,1.9,63.89
Delphi,Senior,Cinnamon,Female,5,5,4,4,4,Yes,1.4,50.0
George,Mature Adult,Red,Male,4,4,2,4,4,Yes,1.4,50.0
Gizmo,Kitten,White,Female,4,5,3,4,5,No,1.0,38.89
Katrina,Kitten,Chocolate Tabby,Female,4,3,4,5,3,Yes,1.8,61.11
Maisy,Kitten,Torbie,Female,5,4,4,4,4,Yes,1.6,55.56
Coffee,Senior,Silver Tabby,Male,4,3,4,4,3,Yes,1.4999999999999998,52.78
Felicity,Senior,Orange and White,Female,4,4,5,4,5,No,1.0,38.89
Lily,Kitten,Gray,Female,5,4,3,5,4,Yes,2.0,66.67
Dalinar,Senior,Gray and White,Male,3,3,3,4,4,No,1.1,41.67
Kaladin,Mature Adult,Chocolate,Male,4,3,2,5,3,Yes,1.9999999999999998,66.67
Daisy,Young Adult,Red,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
Rogue,Kitten,Lilac Tortoiseshell,Female,5,4,3,5,3,Yes,2.0999999999999996,69.44
Ziggy,Senior,Chocolate,Male,6,6,5,6,3,Yes,2.2,72.22
Chestnut,Senior,Black and White,Male,3,4,3,5,2,Yes,1.4000000000000001,50.0
Betsy,Young Adult,Cream,Female,3,5,4,2,3,No,0.10000000000000009,13.89
Kasumi,Mature Adult,Lilac,Female,5,5,3,5,3,Yes,1.9000000000000001,63.89
Piper,Mature Adult,Lilac Tortoiseshell,Female,4,4,3,5,3,Yes,1.7,58.33
Marshmallow,Young Adult,Cream,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Merlin,Young Adult,Silver Tabby,Male,4,3,3,4,4,Yes,1.5,52.78
Tulip,Kitten,Black and White,Female,5,4,4,4,5,Yes,1.5,52.78
Calliope,Senior,Black,Female,3,4,3,4,2,No,1.1,41.67
Mordin,Mature Adult,Fawn,Male,5,3,3,5,2,Yes,2.3999999999999995,77.78
Celeste,Mature Adult,Orange,Female,4,5,4,5,4,No,1.3000000000000003,47.22
Hendrix,Senior,Orange and White,Male,4,5,4,6,3,Yes,1.7,58.33
Rogue,Mature Adult,Dilute Tortoiseshell,Female,5,5,5,5,4,Yes,1.6,55.56
Missy,Mature Adult,Tortoiseshell,Female,4,5,3,5,2,Yes,1.6,55.56
Leo,Senior,Cream Tabby,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Atlas,Young Adult,Orange and White,Male,5,4,4,4,5,Yes,1.5,52.78
Vesper,Young Adult,Orange and White,Female,4,4,3,5,2,Yes,1.8,61.11
Molly,Kitten,Gray and White Tabby,Female,5,3,4,6,2,Yes,2.5999999999999996,83.33
Vikki,Senior,Cinnamon,Female,4,6,5,4,4,No,0.6999999999999998,30.56
Sam,Kitten,Black and White,Male,4,4,3,5,4,Yes,1.6,55.56
Cleocatra,Kitten,Orange and White,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Cooper,Young Adult,Brown and White Tabby,Male,5,4,4,5,4,Yes,1.9,63.89
Sprinkles,Mature Adult,Gray,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Parsnip,Kitten,Dilute Tortoiseshell,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Neptune,Young Adult,Red Tabby,Male,4,4,3,4,3,Yes,1.4,50.0
Penny,Mature Adult,Tortoiseshell,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Libby,Kitten,Lilac,Female,5,4,4,4,5,Yes,1.5,52.78
Vesper,Senior,Black,Female,4,4,4,4,3,No,1.3,47.22
Sylphrena,Young Adult,Torbie,Female,4,5,3,4,2,No,1.3,47.22
Molly,Young Adult,Fawn,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Stitch,Kitten,Silver Tabby,Male,3,4,4,4,4,No,0.8000000000000002,33.33
Gatsby,Mature Adult,Red Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
Kitty,Kitten,Dilute Torbie,Female,5,5,4,4,4,Yes,1.4,50.0
Parsnip,Young Adult,Red,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Morty,Young Adult,Lilac,Male,5,3,6,4,4,Yes,1.5999999999999996,55.56
Dante,Young Adult,Gray and White,Male,2,3,3,3,5,No,0.2999999999999998,19.44
August,Senior,Red Tabby,Male,5,4,4,4,5,Yes,1.5,52.78
Atticus,Senior,Gray,Male,5,5,4,4,5,No,1.2999999999999998,47.22
Sylphrena,Senior,Silver Tabby,Female,4,4,3,5,3,Yes,1.7,58.33
Millie,Kitten,Calico,Female,5,4,3,5,5,Yes,1.9,63.89
Chestnut,Kitten,Orange and White,Male,5,4,2,5,3,Yes,2.2,72.22
Edie,Young Adult,Lilac Tortoiseshell,Female,4,3,2,3,4,No,1.2999999999999998,47.22
Reptar,Young Adult,Black,Male,4,5,4,4,4,No,0.9999999999999999,38.89
Sasha,Kitten,Dilute Calico,Female,5,6,4,4,3,No,1.2999999999999996,47.22
Peanut,Kitten,Black,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Bailey,Senior,Red,Female,5,4,3,6,3,Yes,2.3999999999999995,77.78
Copurrnicus,Kitten,Red Tabby,Male,3,2,3,4,5,No,1.2000000000000002,44.44
Felix,Mature Adult,Gray,Male,4,3,3,3,4,No,1.1999999999999997,44.44
Meg,Senior,Tortoiseshell,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Lucifer,Kitten,Black,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Oreo,Mature Adult,Red Tabby,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Aloy,Mature Adult,Lilac,Female,5,5,3,5,3,Yes,1.9000000000000001,63.89
Cricket,Kitten,Gray,Male,5,4,4,4,4,Yes,1.6,55.56
Sheba,Senior,Dilute Torbie,Female,4,2,3,2,5,No,1.0,38.89
Rogue,Kitten,Gray,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Sassy,Kitten,Orange and White,Female,3,3,4,4,4,No,0.9999999999999999,38.89
Lucy,Mature Adult,Red,Female,4,5,3,3,5,No,0.7,30.56
Pi ,Kitten,Dilute Calico,Female,4,2,4,5,3,Yes,2.0,66.67
Maximus,Young Adult,Chocolate Tabby,Male,5,3,3,4,2,Yes,2.0999999999999996,69.44
Lexi,Senior,Dilute Torbie,Female,4,3,3,5,2,Yes,2.0,66.67
Bella,Senior,Lilac,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Wanda,Senior,Orange,Female,4,4,5,4,4,No,1.1,41.67
Chloe,Mature Adult,Gray,Female,5,5,3,4,4,Yes,1.5,52.78
Kasumi,Kitten,Fawn,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Sprinkles,Kitten,Cream Tabby,Male,5,3,2,6,3,Yes,2.7,86.11
Duchess,Senior,Red,Female,4,4,5,4,4,No,1.1,41.67
Mittens,Young Adult,Fawn,Male,4,4,3,3,4,No,0.9999999999999999,38.89
Furman,Kitten,Chocolate,Male,4,3,3,5,2,Yes,2.0,66.67
Kimchi,Young Adult,Lilac,Male,4,3,4,2,4,No,0.7999999999999999,33.33
Linguine,Mature Adult,Gray and White Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Jasmine,Kitten,Orange,Female,4,3,3,3,5,No,1.0999999999999999,41.67
Stitch,Senior,Black,Male,4,3,3,4,4,Yes,1.5,52.78
Coffee,Kitten,Cinnamon,Male,3,4,3,5,3,No,1.3,47.22
Clawdia,Young Adult,Chocolate,Female,5,4,2,5,3,Yes,2.2,72.22
Sadie,Young Adult,Chocolate,Female,4,4,3,4,3,Yes,1.4,50.0
Mischief,Senior,Dilute Tortoiseshell,Female,5,6,6,4,3,No,1.0999999999999996,41.67
Garrus,Young Adult,Red Tabby,Male,4,5,3,3,4,No,0.7999999999999999,33.33
Zoe,Senior,Dilute Tortoiseshell,Female,4,3,3,5,2,Yes,2.0,66.67
Galadriel,Mature Adult,Cream,Female,5,5,5,4,5,No,1.2,44.44
Leo,Mature Adult,Silver Tabby,Male,4,3,4,4,2,Yes,1.5999999999999999,55.56
Sheba,Young Adult,Lilac Tortoiseshell,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Edie,Young Adult,Dilute Calico,Female,4,3,3,4,5,Yes,1.4,50.0
Taffy,Kitten,Chocolate and White,Female,3,4,3,3,4,No,0.6,27.78
Bitsy,Mature Adult,Gray and White Tabby,Female,4,4,3,5,3,Yes,1.7,58.33
Alistair,Kitten,Black and White,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Nola,Young Adult,Gray Tabby,Female,5,3,5,5,4,Yes,2.0,66.67
Kitty,Kitten,Brown and White Tabby,Female,4,4,3,4,3,Yes,1.4,50.0
Nacho,Senior,Gray and White,Male,5,3,4,5,2,Yes,2.3,75.0
Lily,Mature Adult,Brown and White Tabby,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Donut,Mature Adult,Silver Tabby,Male,5,5,4,4,3,Yes,1.4999999999999998,52.78
Suki,Mature Adult,Orange and White,Female,5,4,2,5,2,Yes,2.3,75.0
Alistair,Mature Adult,Chocolate and White,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Waffles,Young Adult,White,Male,5,3,3,6,3,Yes,2.5999999999999996,83.33
Felix,Young Adult,Cinnamon,Male,4,3,2,4,3,Yes,1.7,58.33
Nero,Mature Adult,Red Tabby,Male,4,4,3,5,4,Yes,1.6,55.56
Nora,Kitten,Red Tabby,Female,5,4,3,5,4,Yes,2.0,66.67
Alfred,Young Adult,Cream Tabby,Male,4,4,3,3,5,No,0.8999999999999999,36.11
Minerva,Kitten,Lilac Tortoiseshell,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Reptar,Mature Adult,Cream,Male,4,3,3,6,2,Yes,2.3,75.0
Felix,Mature Adult,Gray,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Sam,Mature Adult,Lilac,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Morrigan,Kitten,Gray and White,Female,4,4,4,5,2,Yes,1.7,58.33
Nero,Mature Adult,Orange,Male,4,3,3,5,2,Yes,2.0,66.67
Snickers,Senior,Chocolate and White,Female,4,4,6,4,4,No,0.9999999999999999,38.89
Stella,Young Adult,Cream Tabby,Female,4,4,4,6,2,Yes,1.9999999999999998,66.67
Meg,Kitten,Red Tabby,Female,5,4,3,5,5,Yes,1.9,63.89
Mischief,Mature Adult,Dilute Tortoiseshell,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Nikki,Young Adult,Dilute Tortoiseshell,Female,4,5,3,5,2,Yes,1.6,55.56
Rosie,Young Adult,Orange,Female,5,6,4,5,4,Yes,1.5,52.78
Ruby,Young Adult,Orange,Female,3,2,3,4,5,No,1.2000000000000002,44.44
Vikki,Senior,Chocolate Tabby,Female,5,4,5,4,5,Yes,1.4,50.0
Bianca,Mature Adult,Cream,Female,4,3,2,6,3,Yes,2.3,75.0
Maximus,Young Adult,Cream Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
Donut,Mature Adult,Chocolate Tabby,Male,4,4,3,3,3,No,1.0999999999999999,41.67
Rocky,Senior,Gray and White Tabby,Male,4,3,2,5,2,Yes,2.0999999999999996,69.44
Graham,Senior,Orange,Male,4,3,2,5,3,Yes,1.9999999999999998,66.67
Copurrnicus,Senior,Black,Male,4,5,4,4,4,No,0.9999999999999999,38.89
Sasha,Mature Adult,White,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Missy,Senior,Gray,Female,5,4,4,4,4,Yes,1.6,55.56
Nala,Kitten,Cream Tabby,Female,3,4,3,5,4,No,1.2000000000000002,44.44
Rosie,Mature Adult,Cinnamon,Female,4,5,3,4,5,No,1.0,38.89
Katrina,Young Adult,Chocolate Tabby,Female,5,6,4,5,3,Yes,1.5999999999999999,55.56
Daisy,Senior,Calico,Female,5,4,4,4,4,Yes,1.6,55.56
Ivy,Young Adult,Gray Tabby,Female,4,3,4,5,3,Yes,1.8,61.11
Spike,Young Adult,Black,Male,5,4,5,5,4,Yes,1.8000000000000003,61.11
Sammy,Kitten,Gray Tabby,Male,5,4,4,6,3,Yes,2.3,75.0
Winter,Mature Adult,Fawn,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Atlas,Mature Adult,Gray and White,Male,4,2,4,5,2,Yes,2.1,69.44
Tasha,Mature Adult,Gray and White Tabby,Female,5,4,5,5,3,Yes,1.9000000000000001,63.89
Sylvanas,Kitten,Silver Tabby,Female,4,5,3,4,4,No,1.1,41.67
Agnes,Mature Adult,Brown and White Tabby,Female,5,4,5,5,2,Yes,2.0,66.67
Maximus,Senior,Chocolate,Male,5,4,4,4,5,Yes,1.5,52.78
Gizmo,Mature Adult,Cream Tabby,Female,4,3,4,5,2,Yes,1.9000000000000001,63.89
Zelda,Kitten,Orange and White,Female,4,3,3,4,4,Yes,1.5,52.78
Rogue,Mature Adult,Chocolate Tabby,Female,4,4,4,5,5,Yes,1.4,50.0
Nacho,Young Adult,Cinnamon,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Avery,Young Adult,Black and White,Female,4,5,3,4,4,No,1.1,41.67
Leo,Young Adult,Cinnamon,Male,4,4,3,4,2,Yes,1.5,52.78
Binx,Mature Adult,Red,Male,4,3,3,6,3,Yes,2.2,72.22
Zeke,Senior,White,Male,4,4,3,4,3,Yes,1.4,50.0
Kimchi,Young Adult,White,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Tulip,Senior,Red Tabby,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Cash,Mature Adult,Silver Tabby,Male,5,3,3,5,2,Yes,2.3999999999999995,77.78
Rick,Mature Adult,Chocolate,Male,5,4,3,4,3,Yes,1.7999999999999996,61.11
Meg,Senior,Orange,Female,5,5,5,5,2,Yes,1.8,61.11
Mischief,Young Adult,Gray Tabby,Female,5,4,4,5,4,Yes,1.9,63.89
Cosmo,Young Adult,Silver Tabby,Male,5,4,5,4,5,Yes,1.4,50.0
Lexi,Mature Adult,Silver Tabby,Female,4,4,3,3,4,No,0.9999999999999999,38.89
Nacho,Young Adult,Red Tabby,Male,4,3,5,5,4,Yes,1.6,55.56
Remi,Senior,Black,Male,5,4,3,5,4,Yes,2.0,66.67
Nico,Kitten,Cream Tabby,Male,5,4,5,5,4,Yes,1.8000000000000003,61.11
Ash,Senior,Red Tabby,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Darla,Mature Adult,Dilute Tortoiseshell,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
Atticus,Kitten,Chocolate,Male,5,3,5,4,4,Yes,1.6999999999999997,58.33
Kasumi,Young Adult,Gray,Female,5,4,5,5,4,Yes,1.8000000000000003,61.11
Nova,Mature Adult,Lilac Tortoiseshell,Female,4,3,4,4,4,Yes,1.4,50.0
Ruby,Kitten,Silver Tabby,Female,4,4,4,4,3,No,1.3,47.22
Pistachio,Mature Adult,Brown and White Tabby,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Patch,Kitten,Cream,Male,5,3,4,5,3,Yes,2.2,72.22
Millie,Kitten,Calico,Female,4,4,2,4,3,Yes,1.5,52.78
Jinx,Mature Adult,Orange,Male,5,5,4,3,5,No,1.0,38.89
Boots,Young Adult,Brown and White Tabby,Female,5,3,4,5,2,Yes,2.3,75.0
Pistachio,Young Adult,Brown and White Tabby,Female,4,3,4,5,2,Yes,1.9000000000000001,63.89
Tater,Young Adult,Chocolate and White,Male,4,5,4,5,5,No,1.2000000000000002,44.44
Atticus,Young Adult,Orange and White,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Linguine,Senior,Chocolate,Male,4,2,4,4,4,Yes,1.6,55.56
Sierra,Kitten,Dilute Tortoiseshell,Female,4,4,5,4,4,No,1.1,41.67
Betsy,Mature Adult,Fawn,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Bilbo,Kitten,Gray and White Tabby,Male,4,3,3,5,2,Yes,2.0,66.67
Leo,Mature Adult,Cream Tabby,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Noodle,Senior,Brown and White Tabby,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Maximus,Kitten,Orange,Male,5,4,3,5,4,Yes,2.0,66.67
Jasnah,Mature Adult,Orange and White,Female,5,4,4,4,5,Yes,1.5,52.78
Lucky,Kitten,Gray,Male,4,5,4,4,3,No,1.0999999999999999,41.67
Beau,Kitten,Black,Male,5,5,4,5,3,Yes,1.8,61.11
Morty,Senior,Gray and White,Male,3,2,3,5,6,Yes,1.4,50.0
Binx,Young Adult,White,Male,3,3,2,4,3,No,1.3,47.22
Blossom,Young Adult,Brown and White Tabby,Female,5,5,3,5,5,Yes,1.7000000000000002,58.33
Tater,Senior,Brown and White Tabby,Male,5,3,4,5,3,Yes,2.2,72.22
Hattie,Mature Adult,Torbie,Female,3,2,4,4,5,No,1.1,41.67
Jasper,Young Adult,Black and White,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Norbert,Mature Adult,Cream,Male,3,5,5,4,4,No,0.5000000000000001,25.0
Matcha,Kitten,Chocolate Tabby,Female,4,4,4,5,2,Yes,1.7,58.33
Jasper,Mature Adult,Lilac,Male,4,5,4,3,4,No,0.7000000000000001,30.56
Ivy,Mature Adult,Tortoiseshell,Female,4,6,3,5,3,No,1.2999999999999998,47.22
Xena,Young Adult,Dilute Calico,Female,4,4,4,5,4,Yes,1.5,52.78
Julian,Mature Adult,White,Male,5,4,3,5,2,Yes,2.1999999999999997,72.22
Nola,Kitten,Dilute Tortoiseshell,Female,5,4,4,5,5,Yes,1.7999999999999998,61.11
Millie,Young Adult,Black and White,Female,4,4,4,5,4,Yes,1.5,52.78
Nora,Mature Adult,Dilute Tortoiseshell,Female,5,4,3,4,4,Yes,1.6999999999999997,58.33
Princess,Mature Adult,Orange,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Flemeth,Kitten,Cream,Female,4,4,4,5,4,Yes,1.5,52.78
Calypso,Senior,Brown and White Tabby,Female,4,3,4,5,3,Yes,1.8,61.11
Wanda,Young Adult,Cinnamon,Female,3,5,3,3,2,No,0.6000000000000001,27.78
Freya,Senior,Silver Tabby,Female,4,4,2,5,2,Yes,1.9000000000000001,63.89
Apollo,Senior,Cream,Male,5,3,3,5,3,Yes,2.3,75.0
Alfred,Young Adult,Orange and White,Male,3,5,2,5,2,No,1.3000000000000003,47.22
Taffy,Young Adult,Chocolate Tabby,Female,5,4,4,4,4,Yes,1.6,55.56
Jerry,Kitten,Black,Male,5,5,5,5,3,Yes,1.7,58.33
Blossom,Senior,Black,Female,4,3,3,6,2,Yes,2.3,75.0
Xena,Kitten,Gray and White,Female,5,5,3,4,4,Yes,1.5,52.78
Dalinar,Mature Adult,Gray,Male,5,3,3,5,3,Yes,2.3,75.0
Bianca,Senior,Dilute Tortoiseshell,Female,5,5,4,5,4,Yes,1.7000000000000002,58.33
Snickers,Senior,Gray Tabby,Female,4,4,3,5,3,Yes,1.7,58.33
Pumpkin,Senior,Red,Female,4,5,4,3,5,No,0.6000000000000001,27.78
Rogue,Young Adult,Brown and White Tabby,Female,4,5,4,3,4,No,0.7000000000000001,30.56
Noodle,Young Adult,Lilac,Male,4,3,3,3,5,No,1.0999999999999999,41.67
Delphi,Young Adult,Red,Female,5,3,3,3,4,Yes,1.5999999999999996,55.56
Vesper,Mature Adult,Lilac,Female,4,5,3,4,3,No,1.2,44.44
Anna,Young Adult,Black,Female,4,4,4,4,5,No,1.1,41.67
Salem,Kitten,Cream,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Olive,Senior,Gray,Female,5,3,4,4,4,Yes,1.7999999999999998,61.11
Wrex,Mature Adult,Gray and White Tabby,Male,4,3,3,4,5,Yes,1.4,50.0
Anders,Senior,Chocolate Tabby,Male,4,2,3,3,5,No,1.3,47.22
Ivy,Kitten,White,Female,4,6,2,3,3,No,0.7999999999999998,33.33
Stella,Young Adult,Gray and White Tabby,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Cricket,Kitten,Gray and White,Male,5,5,5,5,4,Yes,1.6,55.56
Dora,Young Adult,Orange and White,Female,5,4,3,5,4,Yes,2.0,66.67
Jasper,Young Adult,Gray and White Tabby,Male,4,5,5,5,3,No,1.3,47.22
Latte,Young Adult,Lilac,Male,4,3,3,4,5,Yes,1.4,50.0
Penelope,Mature Adult,Gray and White,Female,4,5,3,4,4,No,1.1,41.67
Suki,Young Adult,Chocolate and White,Female,4,3,3,3,5,No,1.0999999999999999,41.67
Zevran,Young Adult,Red Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
Lucifer,Kitten,Lilac,Male,5,6,3,5,3,Yes,1.6999999999999997,58.33
Noodle,Mature Adult,Chocolate,Male,4,6,3,3,3,No,0.6999999999999997,30.56
Cielo,Senior,Chocolate and White,Male,4,4,4,3,3,No,0.9999999999999998,38.89
Sadie,Mature Adult,Black,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
